emp_no,first_name,last_name,birth_date,from_date,to_date,title
276661,Serge,Melter,10/7/1963,11/10/1988,1/1/9999,Senior Engineer
276662,Leaf,Giveon,10/13/1962,4/25/1993,1/1/9999,Senior Engineer
276665,Billie,Velasco,4/14/1964,4/5/1999,1/1/9999,Assistant Engineer
276667,Bokyung,Bakhtari,1/17/1962,9/8/1996,1/1/9999,Engineer
276673,Zhigen,Ramsay,10/31/1964,1/4/1996,1/1/9999,Staff
276674,Dhritiman,Iwayama,8/12/1963,2/28/1998,1/1/9999,Senior Engineer
276689,Doohun,Cochrane,1/3/1962,6/12/1993,1/1/9999,Senior Staff
276690,Gor,Antonisse,10/6/1964,11/6/1988,1/1/9999,Senior Engineer
276697,Udi,Luiz,12/9/1962,1/1/1998,1/1/9999,Staff
276708,Roselyn,Radwan,2/1/1963,8/2/1996,1/1/9999,Engineer
276713,Trygve,Reinhard,6/20/1963,11/5/1996,1/1/9999,Engineer
276724,Pragnesh,Beausoleil,12/21/1963,2/27/1994,1/1/9999,Engineer
276725,Sachin,Yoshimura,7/6/1962,8/10/1985,1/1/9999,Senior Engineer
276734,Rasiah,Leivant,2/27/1962,9/24/1988,1/1/9999,Senior Staff
276737,Jayesh,Vitiello,4/5/1964,5/10/1989,1/1/9999,Engineer
276738,Dinah,Khalil,6/10/1964,8/23/1991,1/1/9999,Engineer
276753,Kristin,Veevers,12/5/1964,10/9/1985,1/1/9999,Senior Engineer
276763,Yinghua,Yoshimura,3/18/1963,8/16/1986,1/1/9999,Senior Engineer
276769,Ortrud,Tramer,6/4/1962,1/14/1990,1/1/9999,Senior Engineer
276770,Xiaoqiang,Babu,10/31/1963,9/23/1996,1/1/9999,Staff
276772,Pascal,Riexinger,11/23/1963,10/2/1999,1/1/9999,Engineer
276775,Florina,Suwa,4/3/1962,11/20/1999,1/1/9999,Senior Engineer
276779,Leaf,Siegrist,9/13/1962,10/11/1991,1/1/9999,Senior Engineer
276783,Falguni,Giarratana,4/12/1964,2/8/1990,1/1/9999,Senior Staff
276785,Lubomir,Mahmud,8/27/1964,5/31/1989,1/1/9999,Senior Engineer
276789,Kokou,Schade,3/11/1962,12/30/1991,1/1/9999,Engineer
276794,Padma,Kalafatis,6/7/1964,5/24/1986,1/1/9999,Senior Engineer
276796,Mihalis,Marletta,2/8/1963,1/30/1990,1/1/9999,Senior Staff
276798,Lillian,Schurmann,11/6/1963,8/9/1991,1/1/9999,Senior Staff
276805,Utz,Setlzner,5/12/1964,5/3/1998,1/1/9999,Staff
276806,Baocai,Plavsic,6/19/1963,1/12/1991,1/1/9999,Senior Staff
276809,Wojceich,Perez,8/22/1964,4/3/1994,1/1/9999,Senior Staff
276815,Subhrajyoti,Bail,3/14/1963,5/29/1986,1/1/9999,Senior Staff
276827,Zhonghui,Beerel,4/22/1962,4/13/1999,1/1/9999,Engineer
276828,Kellyn,Baja,10/20/1964,8/1/1989,1/1/9999,Senior Staff
276839,Roselyn,Remmers,4/14/1962,2/1/1987,1/1/9999,Senior Staff
276840,Vitali,Gaughan,8/16/1963,9/2/1997,1/1/9999,Senior Engineer
276852,Jianhui,Gerteisen,5/23/1964,9/27/1991,1/1/9999,Engineer
276856,Nirmal,Qiwen,9/29/1964,12/31/1993,1/1/9999,Senior Engineer
276857,Yurij,Thiran,6/3/1962,12/9/1995,1/1/9999,Engineer
276866,Goh,Heydon,2/24/1962,10/29/1993,1/1/9999,Engineer
276868,Alois,Sanella,1/19/1965,3/13/1998,1/1/9999,Staff
276872,Susanta,Hammerschmidt,11/24/1962,1/24/1989,1/1/9999,Senior Staff
276875,Ziva,Ranai,5/4/1964,9/23/1996,1/1/9999,Assistant Engineer
276877,Percy,Junot,2/26/1963,9/23/1991,1/1/9999,Senior Engineer
276882,Deniz,Ratzlaff,6/24/1963,8/16/1992,1/1/9999,Staff
276883,Gao,Luff,2/26/1964,3/16/1997,1/1/9999,Staff
276892,Khue,Navazio,5/19/1963,11/11/1997,1/1/9999,Staff
276899,Menkae,Sankaranarayanan,6/23/1964,2/9/1986,1/1/9999,Senior Staff
276905,Huai,Menhoudj,12/30/1964,3/21/1999,1/1/9999,Staff
276916,Moss,Bruckman,12/16/1964,5/29/1986,1/1/9999,Senior Engineer
276925,Mohammed,McDermid,6/21/1962,9/5/1993,1/1/9999,Engineer
276936,Tiina,Geffroy,5/12/1964,1/1/1995,1/1/9999,Senior Engineer
276938,Moss,Remmers,4/8/1964,6/4/1985,1/1/9999,Senior Engineer
276939,Mario,Isaak,10/4/1963,7/15/1991,1/1/9999,Staff
276940,Sukumar,Yamaashi,12/14/1964,5/27/1989,1/1/9999,Engineer
276949,Khedija,Hainaut,2/24/1962,4/4/1996,1/1/9999,Engineer
276951,Kwangho,Hertweck,9/20/1962,7/31/1998,1/1/9999,Senior Engineer
276958,Snehasis,Litzkow,9/18/1964,10/26/1994,1/1/9999,Senior Engineer
276959,Kristin,Alameldin,2/11/1964,1/16/1997,1/1/9999,Engineer
276964,Honesty,Gargeya,11/25/1964,12/26/1993,1/1/9999,Senior Engineer
276967,Vidya,Boguraev,4/26/1964,3/8/1994,1/1/9999,Senior Staff
276968,Yurij,Papastamatiou,7/23/1962,3/15/1987,1/1/9999,Senior Staff
276979,Sham,Bach,3/11/1962,7/10/1989,1/1/9999,Senior Staff
276991,Jaana,Savasere,6/12/1964,5/4/1990,1/1/9999,Engineer
276995,Guttorm,Czap,6/3/1963,7/6/1999,1/1/9999,Engineer
276996,Shih,Casperson,8/14/1963,5/20/1995,1/1/9999,Senior Staff
277000,Suvo,Wixon,4/21/1963,1/29/1990,1/1/9999,Senior Engineer
277002,Takushi,Bellmore,11/28/1962,5/2/1991,1/1/9999,Engineer
277005,Koldo,Onuegbe,1/19/1963,11/22/1993,1/1/9999,Senior Engineer
277011,Hitomi,Cichocki,8/18/1962,1/29/1988,1/1/9999,Senior Engineer
277013,Xinyu,Giaccio,9/6/1963,3/16/1988,1/1/9999,Senior Engineer
277022,Thodoros,Christianini,12/7/1963,4/25/1987,1/1/9999,Staff
277026,Theirry,Delgrande,12/9/1962,3/24/1990,1/1/9999,Senior Engineer
277027,Armond,Panwar,6/20/1963,11/14/1998,1/1/9999,Senior Engineer
277028,Sreekrishna,Georgakopoulos,4/28/1964,8/12/1994,1/1/9999,Senior Staff
277039,Nikolaos,Serna,12/18/1964,12/21/1993,1/1/9999,Staff
277040,Nahum,Hebden,2/23/1962,4/5/1993,1/1/9999,Senior Staff
277041,Olivera,Kitsuregawa,5/2/1962,4/29/1985,1/1/9999,Senior Engineer
277051,Jaber,Egerstedt,10/9/1963,1/28/1999,1/1/9999,Staff
277052,Teunis,Nannarelli,7/9/1963,8/22/1987,1/1/9999,Technique Leader
277057,Waiman,Kavraki,9/9/1963,12/7/1985,1/1/9999,Staff
277061,Pradeep,Sinicrope,5/14/1964,4/29/1987,1/1/9999,Technique Leader
277062,Toshimi,Pelc,3/12/1963,4/5/1997,1/1/9999,Staff
277067,Kwangho,Pargas,9/19/1964,1/11/2000,1/1/9999,Staff
277079,Trygve,Itschner,5/23/1963,9/19/1993,1/1/9999,Engineer
277089,Fayez,Gien,2/3/1964,4/21/1993,1/1/9999,Senior Engineer
277109,Erzsebet,Pena,12/31/1962,6/14/1993,1/1/9999,Engineer
277115,Qiwen,Champarnaud,4/30/1964,2/25/1988,1/1/9999,Staff
277117,Unal,Takanami,7/26/1962,12/13/1996,1/1/9999,Senior Engineer
277121,Yuguang,Ranum,12/22/1963,3/6/1985,1/1/9999,Staff
277122,Gay,Heusch,7/3/1963,3/27/1997,1/1/9999,Senior Staff
277125,Aimee,Veldwijk,6/13/1963,8/7/1998,1/1/9999,Senior Engineer
277133,Ugo,Bhattacharjee,4/10/1962,6/6/1992,1/1/9999,Technique Leader
277135,Aron,Hebert,3/2/1963,9/29/1988,1/1/9999,Staff
277138,Maja,Samarati,9/8/1963,8/4/1998,1/1/9999,Staff
277139,Sasan,Stellhorn,9/16/1963,11/24/1986,1/1/9999,Senior Engineer
277140,Fei,Oberman,5/15/1964,8/28/1995,1/1/9999,Senior Staff
277147,Domenico,Gaughan,6/19/1964,8/31/1993,1/1/9999,Staff
277149,Kellie,Spinelli,5/31/1964,11/6/2001,1/1/9999,Senior Staff
277151,Kirk,Benveniste,12/13/1963,3/30/1993,1/1/9999,Senior Staff
277158,Ulises,Cheshire,7/31/1964,7/18/1990,1/1/9999,Senior Staff
277168,Laurentiu,Ramamoorthy,6/17/1964,4/22/2002,1/1/9999,Engineer
277179,Moon,Cunliffe,1/20/1962,7/9/1993,1/1/9999,Staff
277183,Zine,Verhaegen,4/27/1962,11/4/1986,1/1/9999,Staff
277184,Baziley,Biros,4/16/1962,4/6/1987,1/1/9999,Senior Staff
277191,Monique,Navazio,12/22/1964,1/10/1991,1/1/9999,Senior Engineer
277192,Domenick,Besselaar,6/26/1962,1/8/1988,1/1/9999,Senior Engineer
277195,Janalee,Atchley,6/21/1962,9/14/1986,1/1/9999,Senior Staff
277197,Geoffrey,Begiun,5/16/1963,8/20/1997,1/1/9999,Staff
277201,Shao,Cmelik,10/5/1962,10/5/1998,1/1/9999,Staff
277210,Stevo,Rodite,1/25/1963,9/13/1993,1/1/9999,Senior Engineer
277211,Hercules,Swiss,8/9/1963,1/10/1994,1/1/9999,Engineer
277219,Kenroku,Naumovich,12/16/1964,1/11/1994,1/1/9999,Senior Staff
277221,Marie,Polupanov,3/23/1964,1/22/1992,1/1/9999,Engineer
277227,Breannda,Encarnacion,3/1/1964,8/5/1999,1/1/9999,Senior Engineer
277229,Satoru,Merks,3/5/1964,5/31/1994,1/1/9999,Technique Leader
277233,Alain,Jeong,11/24/1964,1/16/1994,1/1/9999,Senior Staff
277234,Paris,Markovitch,3/17/1962,11/29/1990,1/1/9999,Senior Staff
277238,Poornachandra,Luks,8/25/1964,1/5/1998,1/1/9999,Engineer
277245,Ebru,Portugali,5/10/1964,6/25/1996,1/1/9999,Engineer
277247,Christ,Vickson,8/29/1962,10/25/1997,1/1/9999,Senior Staff
277251,Sreekrishna,Gluchowski,3/6/1964,5/6/1988,1/1/9999,Senior Engineer
277254,Lucien,Zambonelli,6/10/1964,3/8/1986,1/1/9999,Technique Leader
277261,Sashi,Kalloufi,4/4/1964,11/17/1985,1/1/9999,Senior Staff
277284,Arunas,Verhaegen,3/21/1964,1/9/1995,1/1/9999,Engineer
277299,Udo,Miake,9/25/1963,6/3/1997,1/1/9999,Staff
277300,Demin,Woycyznski,12/26/1963,9/19/1995,1/1/9999,Senior Engineer
277301,Giap,Siprelle,1/4/1963,6/25/1986,1/1/9999,Assistant Engineer
277303,Tzu,Iisaka,5/12/1963,12/5/1995,1/1/9999,Staff
277305,Vitaly,Servi,11/11/1963,4/19/1988,1/1/9999,Senior Staff
277316,Vitali,Rothenberg,1/3/1965,10/4/1989,1/1/9999,Senior Staff
277324,Shridhar,Halloran,4/2/1964,6/19/1999,1/1/9999,Senior Staff
277327,Tzu,Bressoud,12/10/1962,8/18/1994,1/1/9999,Senior Staff
277333,Yannik,Goldhammer,5/3/1963,2/27/1997,1/1/9999,Senior Staff
277340,Koichi,Boudaillier,8/11/1963,12/2/1985,1/1/9999,Engineer
277344,Divine,Bratten,3/27/1964,11/16/1987,1/1/9999,Senior Staff
277346,LiMin,Senzako,12/31/1963,10/10/1996,1/1/9999,Engineer
277355,Manton,Middleton,1/27/1963,8/15/1987,1/1/9999,Engineer
277362,Uzi,Kugler,1/9/1965,1/12/1991,1/1/9999,Senior Staff
277371,Steve,Nyanchama,6/21/1963,11/16/1987,1/1/9999,Staff
277374,Ramya,Paciorek,4/5/1964,3/13/1988,1/1/9999,Senior Engineer
277386,Kish,Facello,1/27/1963,8/22/1992,1/1/9999,Senior Engineer
277396,Zhiwei,Shinomoto,4/8/1963,2/15/1992,1/1/9999,Senior Staff
277416,Theron,Bennis,1/10/1962,3/3/1994,1/1/9999,Senior Engineer
277417,Siddarth,Denna,1/27/1963,2/5/1994,1/1/9999,Engineer
277420,Rayond,Schach,1/16/1965,4/22/1995,1/1/9999,Senior Engineer
277424,Aimee,Matheson,11/21/1962,3/25/1988,1/1/9999,Staff
277431,Jayesh,McDermid,6/12/1964,3/31/1993,1/1/9999,Senior Engineer
277434,Angus,Kropf,2/18/1964,10/16/1986,1/1/9999,Senior Engineer
277435,Sham,Benzaken,5/13/1962,12/27/1996,1/1/9999,Staff
277438,Lansing,Kadhim,9/15/1963,8/3/1999,1/1/9999,Staff
277454,Lucian,Debuse,7/23/1964,1/17/1993,1/1/9999,Senior Engineer
277466,Josyula,Brattka,11/15/1964,3/13/1998,1/1/9999,Technique Leader
277469,Yagil,Swiss,6/1/1964,5/28/1986,1/1/9999,Engineer
277479,Paloma,Llado,10/5/1962,4/17/1997,1/1/9999,Senior Engineer
277484,Makato,Gecsel,6/21/1962,5/3/1988,1/1/9999,Senior Staff
277488,Tiina,Improta,6/6/1964,6/29/1999,1/1/9999,Engineer
277489,Rimli,Lorho,4/14/1964,10/30/1988,1/1/9999,Engineer
277491,Margareta,Improta,4/9/1963,9/20/1999,1/1/9999,Staff
277498,Muzhong,Wielonsky,11/27/1963,11/27/1996,1/1/9999,Engineer
277500,Chiradeep,Nourani,9/7/1962,12/3/1985,1/1/9999,Senior Staff
277516,Seongbin,Hofmeyr,12/3/1962,8/12/1993,1/1/9999,Engineer
277530,Udi,Cichocki,12/3/1964,3/25/1991,1/1/9999,Senior Engineer
277533,Nevin,Pillow,10/6/1964,8/6/1996,1/1/9999,Staff
277543,Chaoyi,Fontan,7/7/1963,4/29/1998,1/1/9999,Assistant Engineer
277548,Alejandra,Escriba,12/16/1962,6/17/1992,1/1/9999,Senior Staff
277551,Shugo,Kossowski,9/22/1964,4/2/1999,1/1/9999,Senior Staff
277552,Gregory,Landherr,3/6/1962,8/19/1992,1/1/9999,Staff
277553,Shahab,Zeilberger,12/4/1962,9/17/1994,1/1/9999,Senior Staff
277559,Snehasis,Teitelbaum,1/19/1964,9/5/1996,1/1/9999,Assistant Engineer
277562,Sreekrishna,Ghandeharizadeh,3/11/1963,1/9/1999,1/1/9999,Staff
277563,Yinghua,Kavanagh,7/17/1964,3/13/1991,1/1/9999,Staff
277568,Terresa,Baalen,8/20/1962,8/4/1998,1/1/9999,Technique Leader
277570,Jiong,Verhaegen,10/13/1962,8/16/1998,1/1/9999,Engineer
277574,Dhritiman,Mitzlaff,6/18/1963,3/4/1991,1/1/9999,Senior Engineer
277576,Uma,Perri,5/2/1962,6/5/1999,1/1/9999,Engineer
277590,KayLiang,Skafidas,10/3/1964,5/24/1995,1/1/9999,Senior Engineer
277594,Xuejun,Itzigehl,11/6/1962,3/27/1991,1/1/9999,Senior Engineer
277599,Deborah,Baranowski,12/26/1964,3/13/1989,1/1/9999,Assistant Engineer
277603,Duke,Basart,12/8/1962,8/12/1995,1/1/9999,Staff
277611,Vishu,Garnham,1/28/1964,1/1/1993,1/1/9999,Senior Engineer
277613,Lena,Suri,2/26/1964,10/14/1985,1/1/9999,Senior Engineer
277618,Remzi,Dahlbom,9/29/1963,8/2/1987,1/1/9999,Senior Engineer
277630,Shin,Vilarrasa,10/4/1963,6/28/1999,1/1/9999,Senior Engineer
277635,Gianluca,Kawashimo,10/26/1962,2/12/1990,1/1/9999,Senior Staff
277642,Danai,Garnier,5/4/1962,5/19/1994,1/1/9999,Engineer
277651,Kwangyoen,Matteis,9/8/1963,9/22/1987,1/1/9999,Senior Staff
277654,Xiaoqiu,Aingworth,6/24/1963,12/28/1985,1/1/9999,Senior Engineer
277664,Yoshinari,Jarecki,7/16/1963,1/16/1989,1/1/9999,Senior Staff
277665,Gao,Ranft,1/8/1962,10/22/1996,1/1/9999,Engineer
277670,Paris,Billingsley,3/21/1964,4/18/1999,1/1/9999,Engineer
277677,Kwan,Bamford,12/14/1963,2/4/1994,1/1/9999,Staff
277678,Kenroku,Katiyar,1/30/1962,1/31/1989,1/1/9999,Assistant Engineer
277680,Ger,Stanger,1/8/1962,7/4/1994,1/1/9999,Assistant Engineer
277692,Martijn,Melski,4/12/1964,9/15/1988,1/1/9999,Engineer
277697,Goetz,Marakhovsky,3/3/1964,8/23/2000,1/1/9999,Engineer
277705,Wojceich,Condotta,4/2/1962,12/2/1985,1/1/9999,Engineer
277706,Jianhua,Potthoff,1/26/1964,11/22/1999,1/1/9999,Senior Engineer
277724,Teunis,Eiter,10/31/1962,9/12/1999,1/1/9999,Engineer
277727,Nidapan,Cullers,9/3/1963,1/29/1993,1/1/9999,Engineer
277737,Alagu,Walston,4/8/1962,4/18/1989,1/1/9999,Senior Staff
277739,Arif,Uchoa,9/15/1964,5/11/1988,1/1/9999,Engineer
277743,Elzbieta,Bala,1/28/1962,6/20/1988,1/1/9999,Senior Staff
277752,Felicidad,Peral,6/5/1962,12/13/1992,1/1/9999,Engineer
277756,Cristinel,Morrey,5/3/1962,12/20/1990,1/1/9999,Senior Staff
277760,Filipe,Billawala,7/8/1962,3/8/1998,1/1/9999,Staff
277763,Gonzalo,Cappelletti,5/27/1964,12/4/2000,1/1/9999,Engineer
277774,Toshimori,Crelier,5/21/1962,4/19/1998,1/1/9999,Staff
277777,Herbert,Itzigehl,1/27/1965,7/4/1990,1/1/9999,Senior Engineer
277780,Chrisa,Fiutem,8/16/1962,8/3/1994,1/1/9999,Engineer
277787,Aluzio,Chenoweth,1/13/1964,8/24/1990,1/1/9999,Staff
277800,Khatoun,Miara,3/2/1963,10/22/1992,1/1/9999,Senior Engineer
277812,Jacqueline,Bhattacharjee,4/22/1963,6/16/1992,1/1/9999,Senior Staff
277813,Fumiya,Rebaine,5/4/1963,11/20/1986,1/1/9999,Staff
277829,Michaela,Fandrianto,1/22/1965,6/2/1986,1/1/9999,Senior Engineer
277830,Hugh,Uludag,11/5/1962,9/14/1991,1/1/9999,Engineer
277831,Ipke,Bahr,6/23/1964,4/29/1996,1/1/9999,Senior Engineer
277834,Izaskun,Alpay,6/25/1963,5/12/2002,1/1/9999,Engineer
277838,Pantung,Billawala,11/23/1963,4/16/1987,1/1/9999,Senior Engineer
277844,Chikako,Erez,5/29/1964,8/10/1992,1/1/9999,Senior Staff
277851,Gill,Steenbeek,1/28/1963,4/30/1999,1/1/9999,Staff
277858,Mohammed,Solares,3/15/1962,6/21/1987,1/1/9999,Senior Staff
277862,Tua,Etalle,6/22/1962,6/2/1991,1/1/9999,Staff
277866,Alassane,Brookman,3/23/1963,4/15/1997,1/1/9999,Staff
277868,Zdislav,Ghazalie,2/9/1963,10/16/1985,1/1/9999,Engineer
277873,Poorav,Bahk,5/22/1963,4/12/1994,1/1/9999,Staff
277875,Fumitake,Lores,4/7/1963,4/21/1994,1/1/9999,Staff
277878,JiYoung,Cincotta,9/5/1962,1/18/1988,1/1/9999,Senior Staff
277880,Gina,Mapelli,5/10/1964,11/15/1993,1/1/9999,Engineer
277893,Roddy,Unni,1/19/1963,4/5/1988,1/1/9999,Engineer
277904,Val,Azuma,8/10/1963,2/7/1999,1/1/9999,Staff
277919,Evgueni,Malabarba,4/18/1962,5/7/1998,1/1/9999,Senior Engineer
277925,Horward,Ellozy,8/2/1964,6/7/1995,1/1/9999,Engineer
277933,Shigeichiro,Ciolek,4/21/1963,8/29/1995,1/1/9999,Senior Engineer
277934,Raimond,Jahnichen,5/14/1962,8/30/1985,1/1/9999,Engineer
277940,Sahrah,Thebaut,5/30/1962,6/2/1992,1/1/9999,Senior Staff
277943,Kwok,Smeets,7/7/1962,7/10/1995,1/1/9999,Staff
277944,Guoxiang,Bauknecht,7/25/1962,2/5/1991,1/1/9999,Senior Staff
277952,Kristian,Sherertz,4/15/1962,4/18/1988,1/1/9999,Technique Leader
277953,Kolar,Lortz,8/29/1963,6/9/1992,1/1/9999,Engineer
277955,Luise,Ramras,10/22/1964,5/30/1990,1/1/9999,Senior Staff
277956,Armond,Staylopatis,4/19/1964,1/17/2001,1/1/9999,Assistant Engineer
277957,Chuanyi,Janocha,3/21/1964,3/12/1986,1/1/9999,Senior Engineer
277958,Debaprosad,Socorro,5/24/1963,2/5/1992,1/1/9999,Senior Engineer
277963,Mong,Kakkar,9/13/1962,8/21/1992,1/1/9999,Staff
277969,Mong,Muntz,8/24/1962,9/4/1994,1/1/9999,Assistant Engineer
277977,Jessie,Aloisi,10/22/1963,7/16/1986,1/1/9999,Assistant Engineer
277987,Weiyi,Schreiter,11/5/1963,6/27/1996,1/1/9999,Staff
277988,Seongbae,Luit,4/15/1964,5/4/1988,1/1/9999,Engineer
277990,Jianwen,Etalle,3/2/1963,4/30/1985,1/1/9999,Staff
277994,Hyuckchul,Kandlur,7/21/1963,10/24/1991,1/1/9999,Staff
277997,Ibibia,Poulakidas,7/15/1962,4/10/1987,1/1/9999,Staff
278002,Remko,Ruther,6/26/1964,11/17/1990,1/1/9999,Senior Staff
278005,Mitchel,Karnin,7/20/1964,9/17/1993,1/1/9999,Senior Staff
278006,Leen,Boudaillier,10/2/1963,1/8/1993,1/1/9999,Senior Engineer
278010,Soenke,Falster,1/2/1963,8/10/1990,1/1/9999,Senior Staff
278013,Jianhua,Garnham,6/20/1962,1/26/1994,1/1/9999,Senior Staff
278017,Stepehn,Peres,3/14/1964,3/15/1995,1/1/9999,Staff
278018,Zejun,Esposito,11/24/1962,4/25/1986,1/1/9999,Senior Engineer
278019,Maren,Conry,9/9/1964,2/17/1985,1/1/9999,Staff
278036,Kristen,Narwekar,10/14/1963,5/2/1985,1/1/9999,Staff
278037,Toong,Mawatari,3/19/1962,11/24/1997,1/1/9999,Engineer
278042,Naraig,Thiran,5/27/1963,7/11/1989,1/1/9999,Engineer
278046,Freyja,Bultermann,3/19/1963,4/19/2002,1/1/9999,Engineer
278048,KayLiang,Bennis,7/16/1963,10/18/1992,1/1/9999,Senior Staff
278049,Guoxiang,Wursthorn,12/8/1963,5/9/1998,1/1/9999,Staff
278052,Aria,Plotkin,2/12/1962,11/10/1995,1/1/9999,Staff
278059,Naftaly,Schauser,5/25/1964,7/22/1996,1/1/9999,Engineer
278060,Pantung,Kaiserswerth,3/16/1964,10/23/1989,1/1/9999,Engineer
278064,Subhankar,Salverda,11/15/1964,3/21/1990,1/1/9999,Staff
278067,Brewster,Dalphin,10/9/1963,6/27/1997,1/1/9999,Engineer
278072,Cedric,McClurg,8/14/1963,10/3/1994,1/1/9999,Senior Staff
278074,Xinyu,Hutton,7/26/1962,6/17/1987,1/1/9999,Staff
278081,Adam,Stafford,5/2/1963,5/13/1990,1/1/9999,Senior Staff
278090,Sushant,Merkl,12/23/1963,4/10/1991,1/1/9999,Senior Staff
278093,Marek,Benantar,11/11/1964,9/2/1999,1/1/9999,Senior Staff
278096,Idoia,Harbusch,9/8/1962,9/10/1992,1/1/9999,Senior Engineer
278100,Xuejia,Perna,9/2/1963,2/7/1994,1/1/9999,Engineer
278102,Avishai,Angelopoulos,12/28/1962,12/19/1988,1/1/9999,Senior Engineer
278115,Luerbio,Cesareni,7/22/1963,2/4/1999,1/1/9999,Engineer
278121,Cathie,Bala,5/31/1962,2/12/1994,1/1/9999,Senior Staff
278124,Kazuhito,Fiutem,9/16/1963,2/11/1998,1/1/9999,Technique Leader
278125,Genevieve,Quadeer,1/17/1963,4/14/2001,1/1/9999,Assistant Engineer
278130,Pranas,Ranft,10/8/1962,10/20/1997,1/1/9999,Staff
278140,JiYoung,Rehfuss,7/17/1962,6/26/1991,1/1/9999,Engineer
278143,Mostafa,Rajala,1/25/1962,3/21/1996,1/1/9999,Senior Staff
278145,Djelloul,Steenbeek,11/14/1964,3/30/1992,1/1/9999,Senior Engineer
278146,Sungwon,Broomell,11/30/1963,11/1/1997,1/1/9999,Engineer
278149,Yahiko,Imataki,4/8/1964,7/3/1990,1/1/9999,Engineer
278152,Lena,Farrow,2/6/1963,12/30/1991,1/1/9999,Senior Staff
278155,Honglan,Granlund,6/10/1962,10/26/1998,1/1/9999,Senior Engineer
278161,Constantino,Leaver,6/17/1963,12/29/1987,1/1/9999,Senior Engineer
278174,Vitali,Tanemo,1/15/1962,6/8/1986,1/1/9999,Senior Engineer
278175,Fen,Kruskal,10/9/1962,11/15/1993,1/1/9999,Senior Engineer
278176,Uwe,Iisaku,6/27/1964,12/7/1988,1/1/9999,Senior Engineer
278184,Masako,Kavanagh,11/8/1962,3/31/1994,1/1/9999,Engineer
278186,Golgen,Rabejac,2/17/1964,1/4/1986,1/1/9999,Senior Engineer
278193,Ziya,Koprowski,11/21/1962,3/1/1996,1/1/9999,Staff
278198,Zeljko,Birke,4/15/1964,8/29/1989,1/1/9999,Senior Engineer
278201,Olivera,Schapiro,5/2/1962,12/24/2000,1/1/9999,Senior Engineer
278207,Marit,Debuse,5/28/1962,4/19/1985,1/1/9999,Senior Engineer
278208,Anneke,Rosca,9/11/1962,8/4/1989,1/1/9999,Staff
278212,Vidya,Nyrup,12/19/1962,9/17/2000,1/1/9999,Engineer
278218,Shaz,Baezner,1/24/1963,1/26/1986,1/1/9999,Senior Engineer
278221,Dung,Varker,11/7/1964,7/22/1997,1/1/9999,Senior Engineer
278236,Tsz,Chenney,2/16/1963,11/29/1993,1/1/9999,Senior Staff
278239,Boaz,Bottner,1/19/1965,2/6/1994,1/1/9999,Staff
278262,Indrajit,Wiegley,5/5/1963,1/12/1990,1/1/9999,Senior Engineer
278266,Tetsushi,Boreale,12/15/1963,11/24/1997,1/1/9999,Engineer
278268,Gen,Kuszyk,4/5/1964,8/4/1991,1/1/9999,Staff
278272,Susanta,Rodham,1/1/1962,12/21/1997,1/1/9999,Staff
278273,Feixiong,Usdin,3/13/1962,8/29/2000,1/1/9999,Assistant Engineer
278277,Sadok,Gomatam,8/28/1962,2/9/1993,1/1/9999,Senior Engineer
278279,Cheong,Rehfuss,11/11/1963,7/3/1995,1/1/9999,Senior Engineer
278281,Torsten,Ferriere,8/12/1963,10/27/1997,1/1/9999,Senior Engineer
278286,Byong,Shihab,3/15/1963,6/3/1997,1/1/9999,Staff
278289,Marlo,Birta,8/11/1964,5/14/1997,1/1/9999,Engineer
278294,Nathan,Dechter,4/19/1962,10/24/1990,1/1/9999,Senior Engineer
278296,Munehiko,Milicia,9/19/1963,2/1/2000,1/1/9999,Engineer
278305,Minghong,Schoegge,3/23/1964,4/20/1997,1/1/9999,Senior Engineer
278309,Djelloul,Bennis,5/10/1964,2/23/1999,1/1/9999,Staff
278311,Tsz,Langford,6/7/1963,5/2/1988,1/1/9999,Engineer
278312,Naftaly,Czaja,12/9/1964,10/3/1994,1/1/9999,Staff
278316,Arie,Farris,5/5/1964,6/12/1997,1/1/9999,Staff
278319,Arunas,Schiettecatte,10/6/1963,11/5/1993,1/1/9999,Assistant Engineer
278328,Behnaam,Hartvigsen,12/8/1962,8/18/1997,1/1/9999,Technique Leader
278335,Adit,Liedekerke,12/5/1963,5/26/1998,1/1/9999,Senior Engineer
278336,Udo,Grandbois,2/7/1962,12/16/1999,1/1/9999,Engineer
278337,Fan,Massonet,10/20/1963,8/24/1997,1/1/9999,Staff
278339,Paloma,Coullard,6/3/1963,3/27/1999,1/1/9999,Engineer
278347,Oldrich,Paciorek,3/12/1964,9/13/1989,1/1/9999,Senior Staff
278351,Debaprosad,Gyorkos,11/2/1962,12/14/1994,1/1/9999,Engineer
278355,Laurentiu,Redmiles,9/18/1964,5/16/1990,1/1/9999,Staff
278378,Yongqiao,Bahl,12/23/1963,3/13/1988,1/1/9999,Staff
278386,Caolyn,Poujol,1/15/1965,12/3/1995,1/1/9999,Technique Leader
278399,Jaideep,Tramer,9/17/1962,12/31/1998,1/1/9999,Staff
278405,Saniya,Bellmore,3/4/1962,6/7/1985,1/1/9999,Staff
278414,Genevieve,Ciolek,1/6/1962,6/18/1985,1/1/9999,Engineer
